sample_key, instrument
040690_234240, mallet_percussion
040697_69120, ukulele
040712_157440, accordion
040735_42240, organ
040742_84480, guitar
040747_7680, bass
040752_176640, bass
040756_176640, bass
040757_72960, cello
040775_23040, flute
040783_15360, voice
040786_349440, accordion
040805_107520, voice
040831_46080, ukulele
040842_72960, drums
040846_437760, trombone
040847_76800, trombone
040852_975360, mallet_percussion
040881_69120, violin
040882_149760, saxophone
040885_111360, bass
040893_34560, organ
040895_3840, cello
040896_176640, piano
040903_72960, guitar
040911_69120, mallet_percussion
040921_49920, flute
040925_138240, flute
040927_184320, voice
040946_19200, voice
040968_23040, drums
041054_280320, flute
041067_556800, piano
041079_7680, accordion
041098_30720, piano
041159_23040, flute
041185_303360, synthesizer
041191_529920, organ
041215_168960, drums
041218_61440, voice
041228_165120, mallet_percussion
041242_88320, piano
041259_88320, flute
041264_149760, mallet_percussion
041279_387840, violin
041281_184320, flute
041295_161280, cymbals
041303_3840, bass
041305_103680, accordion
041310_7680, mallet_percussion
041312_142080, organ
041322_0, cymbals
041334_291840, violin
041348_311040, mallet_percussion
041361_99840, mallet_percussion
041364_184320, flute
041366_92160, voice
041374_445440, clarinet
041379_188160, mallet_percussion
041404_34560, flute
041410_107520, flute
041418_3840, trumpet
041419_30720, piano
041426_883200, mallet_percussion
041440_226560, flute
041450_142080, guitar
041504_34560, flute
041509_38400, saxophone
041517_96000, accordion
041530_96000, cello
041553_184320, synthesizer
041566_15360, piano
041571_192000, piano
041573_326400, flute
041575_318720, trombone
041580_26880, cello
041595_253440, mallet_percussion
041598_184320, piano
041601_84480, piano
041621_153600, bass
041694_161280, flute
041697_26880, synthesizer
041729_587520, drums
041758_130560, piano
041769_80640, bass
041790_96000, drums
041845_403200, organ
041850_49920, flute
041905_96000, guitar
041915_7680, piano
041919_0, drums
041924_84480, voice
041940_337920, guitar
041947_15360, piano
041958_11520, voice
042062_69120, piano
042063_49920, trombone
042073_149760, banjo
042085_53760, ukulele
042099_92160, guitar
042105_19200, guitar
042149_38400, flute
042154_119040, organ
042175_119040, banjo
042230_38400, synthesizer
042258_92160, bass
042280_268800, trombone
042301_15360, synthesizer
042332_11520, ukulele
042387_23040, ukulele
042393_195840, bass
042400_211200, saxophone
042411_15360, bass
042414_84480, mandolin
042433_230400, cello
042435_130560, mallet_percussion
042436_418560, guitar
042442_80640, saxophone
042443_99840, flute
042451_119040, drums
042479_0, mandolin
042494_322560, synthesizer
042497_99840, bass
042520_618240, mallet_percussion
042524_414720, organ
042527_184320, violin
042546_88320, ukulele
042547_157440, accordion
042582_38400, ukulele
042615_2941440, ukulele
042657_26880, ukulele
042659_184320, saxophone
042668_19200, cymbals
042678_261120, mallet_percussion
042679_203520, mallet_percussion
042683_115200, mallet_percussion
042685_195840, mallet_percussion
042699_1701120, drums
042711_26880, voice
042731_103680, organ
042732_19200, mallet_percussion
042733_272640, organ
042734_38400, accordion
042736_46080, organ
042777_418560, organ
042779_149760, voice
042790_80640, clarinet
042809_46080, voice
042853_0, mallet_percussion
042922_725760, voice
042938_122880, guitar
042950_3840, drums
042957_556800, mallet_percussion
042961_1424640, bass
042967_49920, drums
042970_34560, drums
043022_49920, saxophone
043026_92160, accordion
043060_7680, synthesizer
043061_26880, synthesizer
043062_72960, synthesizer
043070_341760, accordion
043084_134400, saxophone
043095_522240, ukulele
043098_168960, flute
043099_188160, mallet_percussion
043145_433920, mallet_percussion
043161_96000, drums
043176_34560, voice
043179_99840, drums
043217_145920, mallet_percussion
043223_430080, drums
043238_272640, mallet_percussion
043239_3840, guitar
043243_88320, guitar
043246_3840, bass
043254_11520, banjo
043258_3840, saxophone
043263_3912960, organ
043283_353280, violin
043298_664320, cymbals
043324_199680, saxophone
043332_883200, accordion
043341_69120, violin
043368_3840, trombone
043384_92160, flute
043386_184320, organ
043387_122880, saxophone
043434_19200, organ
043440_80640, mallet_percussion
043446_234240, organ
043456_625920, bass
043458_34560, ukulele
043460_72960, mandolin
043462_180480, flute
043466_76800, accordion
043473_30720, voice
043474_0, synthesizer
043494_172800, saxophone
043510_199680, trumpet
043516_88320, accordion
043519_115200, accordion
043546_80640, mallet_percussion
043556_622080, cymbals
043574_318720, voice
043585_84480, banjo
043592_161280, banjo
043595_145920, banjo
043596_69120, banjo
043605_238080, organ
043619_26880, saxophone
043640_26880, cymbals
043652_103680, saxophone
043659_122880, organ
043664_107520, trombone
043676_372480, organ
043698_115200, clarinet
043699_145920, clarinet
043705_19200, ukulele
043707_514560, mandolin
043711_134400, trumpet
043744_122880, voice
043748_238080, drums
043764_3840, guitar
043786_15360, flute
043829_42240, voice
043843_103680, banjo
043910_42240, accordion
043939_372480, organ
043972_7680, mallet_percussion
043987_115200, bass
043990_0, cymbals
043991_145920, mallet_percussion
044061_11520, cymbals
044078_168960, mallet_percussion
044082_226560, drums
044086_69120, mallet_percussion
044087_0, cymbals
044147_145920, cello
044177_111360, bass
044364_337920, flute
044367_134400, synthesizer
044368_165120, mallet_percussion
044372_3840, mallet_percussion
044376_19200, cymbals
044380_111360, bass
044398_65280, organ
044404_161280, saxophone
044410_72960, saxophone
044465_138240, mandolin
044466_364800, cymbals
044468_111360, banjo
044469_184320, mallet_percussion
044763_564480, ukulele
044766_0, accordion
044770_122880, accordion
044784_53760, cello
044807_96000, cymbals
044808_38400, saxophone
044825_65280, accordion
044827_11520, accordion
044842_142080, bass
044865_314880, mallet_percussion
044898_0, guitar
044922_241920, voice
044924_38400, organ
044929_61440, guitar
044938_96000, cello
044946_199680, banjo
044955_264960, accordion
044957_153600, banjo
044958_119040, cymbals
044977_184320, violin
044980_7680, flute
044999_92160, banjo
045036_322560, cello
045062_257280, cymbals
045064_107520, bass
045090_0, cello
045141_88320, voice
045151_0, violin
045166_53760, cymbals
045173_76800, cello
045214_88320, flute
045217_0, mallet_percussion
045267_875520, cello
045326_49920, saxophone
045355_180480, trumpet
045361_264960, voice
045366_161280, organ
045379_188160, guitar
045383_46080, voice
045404_157440, organ
045422_111360, accordion
045436_34560, ukulele
045441_96000, ukulele
045443_23040, violin
045488_1075200, banjo
045489_145920, mandolin
045495_69120, trombone
045512_15360, piano
045517_19200, mallet_percussion
045570_99840, ukulele
045655_879360, ukulele
045935_226560, cello
045939_69120, organ
045948_245760, bass
045950_111360, accordion
045955_115200, ukulele
045992_437760, mallet_percussion
046031_675840, synthesizer
046041_238080, cymbals
046045_88320, bass
046058_303360, organ
046074_26880, piano
046152_322560, cymbals
046153_34560, synthesizer
046163_46080, flute
046204_399360, banjo
046206_272640, accordion
046221_533760, organ
046320_161280, bass
046499_34560, trumpet
046521_157440, flute
046528_303360, trombone
046572_157440, piano
046574_7680, piano
046575_34560, piano
046577_19200, piano
046578_138240, piano
046581_138240, piano
046603_7680, flute
046637_176640, violin
046638_883200, piano
046642_130560, flute
046648_472320, piano
046650_7680, flute
046651_1743360, cello
046687_3840, drums
046694_391680, guitar
046722_430080, violin
046723_230400, violin
046724_537600, violin
046727_176640, saxophone
046782_119040, mallet_percussion
046854_203520, saxophone
046983_115200, cello
046985_49920, flute
047040_199680, mallet_percussion
047045_99840, ukulele
047053_46080, flute
047089_76800, organ
047092_218880, saxophone
047150_195840, voice
047186_702720, flute
047188_92160, accordion
047190_668160, clarinet
047230_752640, banjo
047240_284160, accordion
047241_23040, guitar
047264_107520, mallet_percussion
047268_92160, organ
047272_7680, mandolin
047322_149760, violin
047325_3840, bass
047341_23040, cymbals
047369_245760, bass
047375_111360, mandolin
047377_7680, piano
047384_725760, violin
047404_1140480, cello
047419_7680, mandolin
047480_115200, saxophone
047505_92160, saxophone
047518_65280, violin
047541_57600, cymbals
047542_53760, saxophone
047552_3840, violin
047554_134400, organ
047558_46080, accordion
047561_249600, organ
047590_138240, organ
047600_80640, cymbals
047661_3840, bass
047662_96000, mallet_percussion
047678_771840, mallet_percussion
047686_149760, saxophone
047687_76800, bass
047689_238080, accordion
047692_226560, mandolin
047694_119040, mandolin
047698_318720, banjo
047700_115200, violin
047704_46080, cello
047705_756480, accordion
047726_142080, flute
047731_38400, organ
047737_122880, flute
047750_384000, voice
047767_88320, mandolin
047769_207360, saxophone
047770_72960, piano
047775_57600, piano
047779_453120, trumpet
047785_153600, mallet_percussion
047812_49920, accordion
047822_19200, saxophone
047824_284160, accordion
047835_126720, violin
047846_299520, bass
047867_230400, trombone
047875_218880, cello
047879_430080, cello
047881_249600, banjo
047883_280320, trombone
047889_506880, flute
047896_46080, voice
047915_34560, organ
047927_1282560, mallet_percussion
047929_449280, mandolin
047934_395520, saxophone
047960_38400, guitar
047997_7680, banjo
048021_19200, mallet_percussion
048045_380160, banjo
048058_3840, violin
048070_199680, drums
048116_314880, clarinet
048118_122880, bass
048124_449280, flute
048128_84480, drums
048148_272640, piano
048153_176640, guitar
048179_111360, accordion
048183_226560, cymbals
048224_103680, saxophone
048241_138240, saxophone
048268_195840, cymbals
048306_142080, ukulele
048308_314880, synthesizer
048310_42240, organ
048314_153600, synthesizer
048317_88320, synthesizer
048323_138240, mallet_percussion
048341_215040, organ
048345_288000, voice
048348_234240, saxophone
048350_119040, saxophone
048359_49920, piano
048362_157440, voice
048379_318720, piano
048390_111360, piano
048393_88320, voice
048394_126720, piano
048398_19200, piano
048407_0, piano
048409_15360, flute
048415_84480, bass
048417_142080, bass
048420_345600, bass
048436_153600, drums
048451_272640, violin
048461_414720, flute
048464_38400, accordion
048470_322560, cello
048489_92160, accordion
048496_153600, bass
048525_96000, bass
048527_445440, bass
048539_1324800, mandolin
048560_72960, synthesizer
048608_1432320, accordion
048680_15360, drums
048702_280320, bass
048718_84480, trumpet
048724_149760, ukulele
048769_188160, trombone
048774_65280, trombone
048781_30720, organ
048786_46080, organ
048789_23040, organ
048792_15360, accordion
048838_134400, violin
048839_92160, cymbals
048840_42240, piano
048842_99840, accordion
048843_0, accordion
048896_23040, cymbals
048919_729600, cello
048920_299520, cymbals
048922_514560, cymbals
048976_84480, ukulele
048998_19200, accordion
049028_491520, flute
049030_165120, guitar
049048_368640, bass
049094_157440, flute
049100_0, guitar
049158_871680, flute
049172_572160, clarinet
049173_76800, flute
049252_96000, voice
049261_107520, bass
049269_291840, mallet_percussion
049276_34560, flute
049282_1827840, flute
049283_145920, bass
049296_3840, bass
049297_195840, mallet_percussion
049301_199680, cymbals
049354_775680, voice
049357_103680, drums
049371_84480, ukulele
049374_76800, voice
049377_11520, trombone
049434_203520, saxophone
049439_69120, accordion
049443_26880, saxophone
049451_111360, banjo
049452_7680, bass
049469_46080, saxophone
049532_245760, saxophone
049533_26880, mallet_percussion
049537_115200, piano
049546_84480, banjo
049581_72960, voice
049583_49920, violin
049598_595200, bass
049600_606720, accordion
049605_11520, mallet_percussion
049615_979200, cello
049622_142080, synthesizer
049627_199680, bass
049647_349440, synthesizer
049703_840960, bass
049705_15360, ukulele
049715_211200, bass
049752_245760, mallet_percussion
049753_410880, accordion
049755_99840, cymbals
049821_314880, flute
049828_372480, flute
049926_92160, ukulele
049932_441600, flute
049933_449280, voice
049984_215040, guitar
049985_172800, saxophone
049987_188160, saxophone
050055_26880, cymbals
050073_88320, synthesizer
050091_107520, bass
050094_145920, organ
050119_84480, mallet_percussion
050128_272640, banjo
050134_395520, cymbals
050137_84480, flute
050141_107520, banjo
050158_111360, mallet_percussion
050163_276480, voice
050167_72960, guitar
050190_38400, clarinet
050193_664320, bass
050198_184320, mallet_percussion
050269_96000, guitar
050289_241920, voice
050304_72960, cymbals
050314_426240, ukulele
050338_798720, guitar
050373_261120, bass
050416_65280, synthesizer
050450_226560, voice
050459_11520, ukulele
050478_111360, saxophone
050510_42240, cello
050514_7680, accordion
050525_119040, mallet_percussion
050526_1336320, mallet_percussion
050527_1443840, cymbals
050578_122880, bass
050587_11520, accordion
050603_453120, cello
050609_199680, piano
050643_42240, cymbals
050673_42240, organ
050724_3840, accordion
050742_130560, violin
050777_15360, accordion
050779_92160, piano
050781_349440, clarinet
050837_23040, drums
050844_149760, bass
050852_126720, accordion
050873_587520, cymbals
050899_199680, violin
050931_34560, cello
050941_92160, piano
050942_130560, piano
050947_268800, accordion
050956_57600, cello
050996_157440, mallet_percussion
051004_134400, drums
051014_184320, trombone
051021_107520, voice
051044_115200, voice
051054_506880, drums
051071_26880, drums
051087_518400, cello
051088_253440, bass
051096_115200, voice
051109_96000, bass
051183_195840, flute
051220_153600, mallet_percussion
051241_3840, cello
051272_199680, voice
051379_268800, mallet_percussion
051395_234240, cymbals
051409_322560, bass
051411_234240, clarinet
051472_65280, banjo
051476_180480, accordion
051478_556800, synthesizer
051492_161280, voice
051498_15360, banjo
051543_249600, trombone
051544_11520, trombone
051560_176640, mandolin
051575_19200, trombone
051590_30720, accordion
051606_165120, synthesizer
051616_184320, organ
051640_134400, drums
051660_230400, mallet_percussion
051661_130560, saxophone
051680_238080, banjo
051720_264960, accordion
051726_122880, mallet_percussion
051746_153600, violin
051761_418560, organ
051777_414720, trombone
051786_368640, cello
051798_49920, voice
051804_341760, voice
051817_161280, flute
051831_72960, saxophone
051839_226560, saxophone
051851_65280, cymbals
051874_19200, violin
051875_11520, cello
051896_3840, saxophone
051922_215040, cello
051948_349440, cello
052020_80640, saxophone
052038_92160, organ
052039_53760, voice
052062_153600, cymbals
052064_257280, violin
052065_3840, drums
052097_437760, guitar
052098_57600, accordion
052114_65280, voice
052138_69120, flute
052141_26880, synthesizer
052143_19200, flute
052144_19200, trombone
052149_3840, flute
052173_92160, accordion
052187_88320, mallet_percussion
052205_445440, clarinet
052223_157440, flute
052234_23040, guitar
052235_38400, cello
052240_19200, clarinet
052242_72960, ukulele
052253_42240, voice
052255_107520, bass
052264_30720, guitar
052282_238080, saxophone
052287_80640, trombone
052288_65280, flute
052306_192000, cymbals
052315_26880, bass
052339_57600, flute
052370_99840, drums
052381_126720, flute
052385_364800, flute
052391_1029120, trumpet
052392_318720, saxophone
052405_314880, synthesizer
052433_691200, organ
052439_107520, cello
052453_0, cello
052472_172800, violin
052522_145920, cymbals
052551_7680, guitar
052605_11520, guitar
052606_38400, bass
052608_349440, drums
052627_46080, cymbals
052642_145920, flute
052656_11520, mandolin
052677_3840, guitar
052680_42240, mandolin
052709_748800, banjo
052711_787200, violin
052713_23040, voice
052715_622080, cymbals
052723_192000, bass
052729_96000, clarinet
052736_153600, mallet_percussion
052744_53760, banjo
052754_23040, voice
052781_622080, drums
052782_69120, mandolin
052815_23040, flute
052826_30720, clarinet
052829_34560, cello
052851_172800, cymbals
052852_88320, saxophone
052854_23040, mallet_percussion
052857_126720, piano
052859_111360, accordion
052862_364800, mallet_percussion
052865_69120, saxophone
052868_42240, saxophone
052872_195840, banjo
052896_165120, trombone
052911_15360, voice
052926_449280, mallet_percussion
052929_3840, guitar
052932_180480, accordion
052998_65280, guitar
053016_445440, mallet_percussion
053025_410880, accordion
053029_249600, banjo
053032_42240, synthesizer
053039_34560, trombone
053040_26880, synthesizer
053042_130560, flute
053055_299520, violin
053069_441600, mallet_percussion
053073_549120, bass
053093_295680, synthesizer
053097_46080, organ
053138_99840, ukulele
053142_99840, saxophone
053145_115200, guitar
053160_23040, drums
053165_376320, organ
053183_318720, drums
053184_349440, drums
053191_19200, guitar
053195_19200, cymbals
053204_65280, mallet_percussion
053211_42240, ukulele
053220_49920, flute
053221_453120, flute
053229_153600, mallet_percussion
053246_261120, piano
053250_107520, mandolin
053296_468480, organ
053297_963840, cymbals
053298_1762560, cello
053303_119040, mallet_percussion
053330_153600, flute
053405_610560, mallet_percussion
053406_948480, bass
053407_971520, cello
053431_337920, organ
053432_92160, synthesizer
053435_234240, organ
053438_1182720, accordion
053439_456960, mandolin
053463_1175040, voice
053494_26880, flute
053581_53760, voice
053583_199680, voice
053587_318720, voice
053588_422400, voice
053589_57600, accordion
053639_19200, drums
053643_168960, voice
053652_203520, voice
053659_756480, flute
053705_314880, accordion
053725_49920, accordion
053728_153600, accordion
053746_472320, trombone
053798_188160, synthesizer
053799_153600, synthesizer
053806_99840, cello
053809_0, piano
053811_23040, piano
053815_49920, piano
053817_69120, piano
053825_34560, piano
053831_311040, cello
053847_23040, violin
053856_65280, accordion
053881_107520, drums
053914_138240, saxophone
053917_272640, trombone
053919_307200, accordion
053924_107520, piano
053925_46080, piano
053926_264960, piano
053928_153600, piano
053930_337920, mallet_percussion
053934_15360, bass
053944_453120, accordion
053963_3840, bass
054035_11520, ukulele
054037_218880, voice
054066_53760, cymbals
054069_161280, banjo
054073_42240, guitar
054141_0, drums
054148_84480, mallet_percussion
054151_176640, violin
054152_157440, synthesizer
054157_153600, cymbals
054221_460800, flute
054228_11520, flute
054246_149760, violin
054257_107520, saxophone
054259_172800, saxophone
054265_126720, flute
054289_53760, cymbals
054299_192000, mallet_percussion
054308_142080, organ
054319_96000, drums
054323_111360, violin
054337_96000, voice
054344_176640, cymbals
054345_49920, cello
054431_7680, cello
054452_23040, flute
054460_161280, synthesizer
054475_138240, flute
054480_0, bass
054493_153600, synthesizer
054632_42240, clarinet
054634_168960, cello
054635_122880, flute
054647_241920, mallet_percussion
054650_92160, clarinet
054653_284160, flute
054655_280320, organ
054688_103680, voice
054699_88320, guitar
054781_238080, saxophone
054836_103680, violin
054838_72960, accordion
054847_23040, clarinet
054860_111360, saxophone
054925_49920, saxophone
054926_599040, ukulele
054931_487680, saxophone
054963_303360, cymbals
054994_499200, saxophone
055020_19200, accordion
055035_92160, guitar
055104_7680, violin
055111_138240, voice
055128_65280, synthesizer
055189_7680, piano
055216_126720, synthesizer
055219_249600, bass
055230_122880, banjo
055234_322560, trombone
055300_26880, cello
055313_142080, voice
055335_111360, flute
055357_80640, voice
055408_207360, organ
055484_2626560, ukulele
055486_23040, banjo
055488_42240, mallet_percussion
055526_491520, saxophone
055593_195840, mallet_percussion
055710_130560, mallet_percussion
055713_61440, mallet_percussion
055715_165120, drums
055804_46080, ukulele
055821_311040, mallet_percussion
055829_165120, bass
055863_368640, accordion
055864_199680, accordion
055868_207360, accordion
055887_84480, cymbals
055889_318720, accordion
055911_107520, cymbals
055939_69120, bass
055945_23040, bass
055955_38400, violin
055958_23040, violin
055961_284160, voice
056028_80640, accordion
056063_1052160, cello
056071_218880, clarinet
056084_311040, clarinet
056085_556800, violin
056113_195840, accordion
056117_207360, trumpet
056134_111360, violin
056137_218880, banjo
056180_280320, flute
056188_30720, clarinet
056189_92160, mandolin
056191_111360, saxophone
056194_280320, drums
056236_19200, cello
056249_311040, accordion
056298_19200, trumpet
056330_595200, synthesizer
056332_261120, trombone
056446_80640, synthesizer
056527_92160, synthesizer
056590_0, cymbals
056642_15360, drums
056653_207360, cymbals
056656_53760, drums
056667_161280, bass
056695_334080, saxophone
056718_591360, voice
056719_130560, cymbals
056721_480000, clarinet
056724_53760, voice
056747_241920, mandolin
056753_468480, bass
056766_153600, flute
056785_3840, piano
056786_165120, mallet_percussion
056818_92160, cello
056846_145920, piano
056858_376320, flute
056874_165120, voice
056996_318720, drums
056997_34560, bass
057051_26880, cymbals
057162_30720, accordion
057186_57600, violin
057195_115200, accordion
057242_145920, clarinet
057250_245760, mallet_percussion
057261_103680, synthesizer
057335_3840, synthesizer
057341_11520, cymbals
057345_34560, synthesizer
057349_456960, mallet_percussion
057355_341760, bass
057358_46080, accordion
057371_34560, drums
057403_3840, bass
057405_92160, cello
057409_134400, accordion
057412_142080, cello
057415_211200, cello
057426_245760, flute
057428_30720, bass
057430_211200, mallet_percussion
057501_111360, mandolin
057543_42240, synthesizer
057558_80640, accordion
057580_34560, saxophone
057584_7680, guitar
057587_84480, piano
057608_295680, banjo
057616_238080, cello
057629_46080, piano
057642_161280, violin
057699_15360, ukulele
057700_57600, mandolin
057713_61440, drums
057734_76800, cello
057736_307200, organ
057844_0, mallet_percussion
057859_126720, cello
057860_529920, flute
057864_15360, cello
057867_391680, saxophone
057868_3840, saxophone
057891_57600, voice
057916_192000, violin
057917_84480, flute
057959_979200, banjo
057975_76800, organ
057980_65280, mallet_percussion
058030_42240, trombone
058034_195840, organ
058039_245760, organ
058046_549120, mallet_percussion
058060_103680, bass
058068_72960, organ
058080_833280, drums
058084_119040, saxophone
058122_272640, clarinet
058125_142080, bass
058138_34560, ukulele
058157_241920, piano
058175_230400, piano
058204_34560, drums
058271_15360, violin
058288_23040, saxophone
058297_0, ukulele
058368_57600, trombone
058424_211200, organ
058426_15360, cello
058441_7680, piano
058450_19200, violin
058486_7680, synthesizer
058487_149760, drums
058503_84480, ukulele
058506_7680, violin
058521_65280, flute
058531_96000, voice
058537_372480, cymbals
058569_161280, saxophone
058572_65280, drums
058582_614400, mallet_percussion
058584_92160, clarinet
058586_188160, accordion
058590_88320, cello
058654_257280, mallet_percussion
058659_115200, piano
058677_92160, banjo
058700_234240, saxophone
058702_491520, organ
058705_230400, clarinet
058707_61440, organ
058708_226560, organ
058736_99840, organ
058744_46080, organ
058752_299520, clarinet
058762_88320, organ
058770_184320, organ
058771_153600, organ
058774_15360, organ
058775_264960, organ
058777_96000, organ
058785_84480, organ
058787_7680, organ
058790_88320, organ
058798_180480, clarinet
058799_126720, organ
058805_61440, organ
058806_107520, organ
058809_49920, organ
058815_53760, organ
058827_26880, organ
058828_111360, organ
058848_23040, organ
058854_195840, organ
058862_103680, organ
058865_57600, organ
058866_88320, organ
058871_314880, organ
058879_138240, organ
058880_19200, organ
058885_49920, organ
058892_3840, organ
058894_84480, organ
058899_138240, organ
058902_153600, organ
058906_19200, organ
058907_19200, organ
058908_42240, organ
058928_49920, organ
058930_222720, organ
058932_34560, organ
058944_61440, organ
058955_111360, organ
058965_15360, clarinet
058973_15360, guitar
058991_261120, drums
058992_264960, flute
059012_192000, flute
059016_115200, organ
059026_7680, organ
059031_134400, organ
059034_72960, bass
059039_15360, organ
059041_23040, organ
059059_19200, organ
059063_38400, organ
059081_115200, bass
059114_0, cello
059116_119040, mallet_percussion
059122_529920, cello
059126_153600, violin
059137_226560, mandolin
059142_318720, mallet_percussion
059146_0, flute
059154_34560, organ
059155_149760, organ
059156_203520, accordion
059185_387840, accordion
059186_476160, bass
059188_387840, synthesizer
059231_453120, cello
059249_138240, voice
059273_42240, organ
059288_30720, piano
059290_142080, organ
059319_153600, accordion
059320_65280, ukulele
059322_119040, mallet_percussion
059329_230400, bass
059332_122880, ukulele
059335_184320, ukulele
059340_249600, flute
059347_69120, guitar
059353_1198080, mallet_percussion
059354_706560, drums
059355_1144320, flute
059359_215040, organ
059378_341760, violin
059395_34560, piano
059398_1896960, drums
059404_23040, ukulele
059437_107520, ukulele
059458_38400, cymbals
059492_199680, clarinet
059494_26880, drums
059498_49920, accordion
059542_268800, piano
059543_69120, piano
059560_103680, mallet_percussion
059576_96000, accordion
059579_42240, piano
059581_61440, ukulele
059583_61440, piano
059585_19200, piano
059586_99840, piano
059587_119040, piano
059594_61440, flute
059621_145920, organ
059623_57600, drums
059628_42240, cello
059629_30720, flute
059657_203520, accordion
059671_11520, voice
059673_76800, voice
059676_84480, voice
059682_165120, mandolin
059692_42240, mandolin
059712_96000, voice
059714_96000, mallet_percussion
059724_126720, banjo
059750_153600, accordion
059752_241920, mandolin
059761_49920, piano
059771_268800, mallet_percussion
059776_134400, piano
059787_153600, clarinet
059795_291840, violin
059817_714240, banjo
059820_165120, flute
059825_176640, organ
059830_53760, cymbals
059840_34560, bass
059846_253440, cymbals
059852_119040, saxophone
059855_80640, saxophone
059856_26880, saxophone
059857_72960, mallet_percussion
059863_76800, saxophone
059867_322560, synthesizer
059869_119040, accordion
059891_115200, flute
059930_61440, mallet_percussion
059931_96000, saxophone
059932_165120, trombone
059944_26880, mallet_percussion
059954_119040, mallet_percussion
059956_49920, flute
059982_7680, drums
059985_276480, saxophone
059989_126720, piano
060070_249600, mallet_percussion
060084_19200, synthesizer
060102_7680, bass
060172_111360, banjo
060289_76800, drums
060314_149760, drums
060322_99840, synthesizer
060362_145920, saxophone
060370_119040, accordion
060377_30720, guitar
060399_3840, saxophone
060425_84480, bass
060455_418560, organ
060459_15360, voice
060488_72960, flute
060498_180480, flute
060503_84480, flute
060506_38400, trombone
060509_138240, organ
060527_72960, cello
060569_103680, accordion
060571_126720, accordion
060606_88320, cymbals
060654_833280, trombone
060677_683520, cello
060696_199680, clarinet
060699_817920, voice
060702_234240, flute
060705_176640, organ
060713_42240, drums
060753_69120, banjo
060757_84480, ukulele
060775_57600, banjo
060776_134400, ukulele
060860_99840, accordion
060862_295680, accordion
060864_184320, accordion
060871_61440, accordion
060897_3840, bass
060901_11520, cello
060924_3840, piano
060928_99840, voice
060938_61440, cymbals
060962_23040, banjo
061006_215040, guitar
061008_99840, cello
061056_76800, piano
061073_165120, ukulele
061075_88320, piano
061111_3840, bass
061121_195840, bass
061136_26880, flute
061138_107520, bass
061144_188160, drums
061146_122880, organ
061149_107520, voice
061150_46080, voice
061151_215040, violin
061156_1121280, banjo
061359_418560, bass
061377_165120, mallet_percussion
061380_238080, ukulele
061387_88320, voice
061390_26880, violin
061402_341760, accordion
061412_72960, saxophone
061414_249600, mallet_percussion
061424_19200, violin
061451_61440, synthesizer
061460_629760, banjo
061465_72960, accordion
061469_53760, guitar
061489_165120, guitar
061528_34560, voice
061533_92160, voice
061551_126720, cymbals
061594_948480, banjo
061645_318720, cello
061653_291840, synthesizer
061688_149760, trombone
061702_314880, mallet_percussion
061709_57600, piano
061725_7680, mallet_percussion
061740_53760, mallet_percussion
061741_122880, mallet_percussion
061774_65280, clarinet
061775_61440, piano
061804_407040, banjo
061808_145920, bass
061829_57600, bass
061911_360960, drums
061969_353280, drums
062023_38400, banjo
062038_49920, flute
062051_606720, cello
062062_7680, flute
062066_23040, flute
062094_176640, ukulele
062119_234240, clarinet
062145_0, synthesizer
062155_929280, drums
062169_61440, organ
062181_134400, banjo
062190_69120, accordion
062209_376320, bass
062219_15360, bass
062227_11520, bass
062278_184320, bass
062282_65280, synthesizer
062293_11520, piano
062294_19200, piano
062295_57600, piano
062304_19200, piano
062321_188160, violin
062327_61440, drums
062352_65280, violin
062357_84480, violin
062359_0, violin
062420_11520, accordion
062425_96000, organ
062428_61440, banjo
062443_49920, guitar
062450_176640, mallet_percussion
062477_69120, accordion
062508_46080, drums
062523_3840, cymbals
062526_168960, saxophone
062531_69120, saxophone
062532_38400, saxophone
062546_272640, guitar
062594_230400, banjo
062596_3840, saxophone
062598_0, drums
062616_65280, trombone
062621_119040, piano
062629_42240, flute
062644_153600, flute
062647_311040, trombone
062669_218880, accordion
062724_145920, saxophone
062742_15360, piano
062744_226560, organ
062786_426240, banjo
062799_130560, mallet_percussion
062835_42240, cymbals
062836_345600, flute
062851_318720, flute
062854_42240, voice
062875_280320, bass
062950_134400, guitar
062965_76800, guitar
062967_0, ukulele
062988_218880, voice
063034_3840, saxophone
063053_30720, drums
063063_230400, organ
063081_19200, drums
063111_376320, violin
063118_49920, ukulele
063127_253440, mallet_percussion
063128_11520, mandolin
063152_49920, flute
063156_111360, mallet_percussion
063183_744960, accordion
063234_80640, banjo
063254_38400, bass
063270_241920, mallet_percussion
063285_34560, organ
063291_23040, cymbals
063310_238080, cymbals
063314_211200, saxophone
063318_49920, accordion
063348_165120, drums
063355_257280, banjo
063390_7680, guitar
063394_184320, mallet_percussion
063435_172800, ukulele
063439_107520, trombone
063448_19200, guitar
063457_61440, voice
063498_311040, flute
063609_353280, mallet_percussion
063627_111360, mandolin
063669_176640, synthesizer
063684_449280, mallet_percussion
063686_614400, organ
063699_234240, organ
063703_322560, saxophone
063755_115200, guitar
063770_11520, ukulele
063807_153600, cymbals
063810_126720, drums
063868_0, mallet_percussion
063889_53760, ukulele
063890_88320, ukulele
063892_88320, ukulele
063933_23040, guitar
063935_7680, voice
063954_414720, flute
063960_203520, voice
063980_34560, piano
063986_49920, synthesizer
063987_345600, cymbals
064018_161280, piano
